"ReportLast90_21 (2021-01-07 - 2021-04-06)"
Date	CampaignName	AvgClickPosition	Impressions	Clicks	Ctr	Cost	AvgCpc	AvgPageviews	Placement
2021-02-12	Test API Sandbox campaign 1	1.15	257	81	31.52	68010000	840000	2.48	auto.vl.ru
2021-02-12	Test API Sandbox campaign 1	1.20	82	28	34.15	24920000	890000	3.00	auto.vl.ru
2021-02-12	Test API Sandbox campaign 1	1.14	1888	112	5.93	113900000	1020000	3.56	autobiznes.ru
2021-02-12	Test API Sandbox campaign 1	1.19	1380	296	21.45	148470000	500000	2.26	autobiznes.ru
2021-02-12	Test API Sandbox campaign 1	1.19	1214	103	8.48	96480000	940000	2.13	bankir.ru
2021-02-12	Test API Sandbox campaign 1	--	93	0	0.00	0	--	--	bibika.ru
2021-02-12	Test API Sandbox campaign 1	1.19	401	81	20.20	76780000	950000	3.63	bibika.ru
2021-02-12	Test API Sandbox campaign 1	1.19	286	104	36.36	78050000	750000	2.27	bibika.ru
2021-02-12	Test API Sandbox campaign 1	1.22	32	12	37.50	13730000	1140000	5.00	bibika.ru
2021-02-12	Test API Sandbox campaign 1	1.21	480	38	7.92	14750000	390000	4.50	bigmir-search-test
2021-02-12	Test API Sandbox campaign 1	1.23	537	48	8.94	35850000	750000	4.70	bigmir-search-test
2021-02-12	Test API Sandbox campaign 1	1.20	576	126	21.88	105250000	840000	2.85	cards-main
2021-02-12	Test API Sandbox campaign 1	1.24	243	104	42.80	116950000	1120000	1.48	catalog.tut.by
2021-02-12	Test API Sandbox campaign 1	1.18	43	15	34.88	7630000	510000	1.00	catalog.tut.by
2021-02-12	Test API Sandbox campaign 1	1.22	198	12	6.06	12200000	1020000	4.00	catalogue-cy
2021-02-12	Test API Sandbox campaign 1	1.22	926	33	3.56	32670000	990000	3.89	catalogue-cy
2021-02-12	Test API Sandbox campaign 1	1.05	2832	100	3.53	47800000	480000	3.85	cooking.ru
2021-02-12	Test API Sandbox campaign 1	1.21	1434	110	7.67	27970000	250000	2.89	cooking.ru
2021-02-12	Test API Sandbox campaign 1	1.00	78	6	7.69	5340000	890000	4.00	cooking.ru
2021-02-12	Test API Sandbox campaign 1	1.06	758	36	4.75	12200000	340000	2.69	date.by
2021-02-12	Test API Sandbox campaign 1	1.21	2056	182	8.85	79830000	440000	3.99	direct-campaigns
2021-02-12	Test API Sandbox campaign 1	--	477	0	0.00	0	--	--	direct-contacts
2021-02-12	Test API Sandbox campaign 1	1.16	1067	66	6.19	64830000	980000	4.95	direct-contacts
2021-02-12	Test API Sandbox campaign 1	1.21	237	80	33.76	83900000	1050000	3.40	direct.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.18	388	30	7.73	21860000	730000	4.88	direct.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.22	210	39	18.57	44620000	1140000	3.00	domain-cost-min
2021-02-12	Test API Sandbox campaign 1	1.17	412	65	15.78	52370000	810000	2.89	domain-cost-min
2021-02-12	Test API Sandbox campaign 1	1.14	232	10	4.31	6360000	640000	1.00	ertertert.test.ru
2021-02-12	Test API Sandbox campaign 1	1.18	682	99	14.52	58730000	590000	3.19	ertertert.test.ru
2021-02-12	Test API Sandbox campaign 1	1.21	1948	226	11.60	187370000	830000	3.50	eurovision.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.00	194	2	1.03	2290000	1140000	4.00	forexpf.ru
2021-02-12	Test API Sandbox campaign 1	1.18	560	50	8.93	42330000	850000	2.03	forexpf.ru
2021-02-12	Test API Sandbox campaign 1	1.23	102	16	15.69	15250000	950000	2.15	fotki.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.14	377	44	11.67	31530000	720000	2.14	fotki.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.00	972	4	0.41	2540000	640000	4.00	ghjghjg
2021-02-12	Test API Sandbox campaign 1	1.23	954	166	17.40	85930000	520000	4.16	ghjghjg
2021-02-12	Test API Sandbox campaign 1	1.22	174	32	18.39	24920000	780000	2.67	ghjghjg
2021-02-12	Test API Sandbox campaign 1	1.23	903	89	9.86	75000000	840000	2.76	ghjghjg
2021-02-12	Test API Sandbox campaign 1	1.22	1164	48	4.12	18310000	380000	1.00	hi-fi.ru
2021-02-12	Test API Sandbox campaign 1	1.19	344	148	43.02	109320000	740000	2.88	hi-fi.ru
2021-02-12	Test API Sandbox campaign 1	1.12	1036	212	20.46	175420000	830000	3.17	holodilnik.info
2021-02-12	Test API Sandbox campaign 1	1.19	1132	140	12.37	144920000	1040000	2.40	holodilnik.info
2021-02-12	Test API Sandbox campaign 1	1.18	888	58	6.53	51360000	890000	4.17	holodilnik.ru
2021-02-12	Test API Sandbox campaign 1	1.18	284	28	9.86	26950000	960000	2.43	holodilnik.ru
2021-02-12	Test API Sandbox campaign 1	1.20	58	27	46.55	6860000	250000	3.43	holyday-category
2021-02-12	Test API Sandbox campaign 1	1.19	272	56	20.59	61020000	1090000	2.39	holyday-category
2021-02-12	Test API Sandbox campaign 1	1.20	144	26	18.06	15510000	600000	1.10	images.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.19	2612	112	4.29	57970000	520000	2.31	images.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.19	736	38	5.16	29240000	770000	3.44	info.auto.vl.ru
2021-02-12	Test API Sandbox campaign 1	1.20	1220	12	0.98	3050000	250000	1.00	info.auto.vl.ru
2021-02-12	Test API Sandbox campaign 1	1.20	290	28	9.66	14490000	520000	2.62	irr.ru
2021-02-12	Test API Sandbox campaign 1	1.12	252	39	15.48	28600000	730000	3.12	irr.ru
2021-02-12	Test API Sandbox campaign 1	1.11	2540	140	5.51	67120000	480000	1.00	klerk.ru
2021-02-12	Test API Sandbox campaign 1	1.20	38	14	36.84	14240000	1020000	3.00	lego
2021-02-12	Test API Sandbox campaign 1	1.21	603	123	20.40	63690000	520000	4.75	lego
2021-02-12	Test API Sandbox campaign 1	1.21	998	110	11.02	70680000	640000	3.91	lita.ru
2021-02-12	Test API Sandbox campaign 1	1.25	27	11	40.74	6990000	640000	4.00	lita.ru
2021-02-12	Test API Sandbox campaign 1	1.00	37	1	2.70	890000	890000	2.00	luzhok.ru
2021-02-12	Test API Sandbox campaign 1	1.14	456	69	15.13	51860000	750000	1.73	luzhok.ru
2021-02-12	Test API Sandbox campaign 1	1.18	2264	124	5.48	110850000	890000	1.00	luzhok.ru
2021-02-12	Test API Sandbox campaign 1	1.00	340	14	4.12	8140000	580000	1.80	luzhok.ru
2021-02-12	Test API Sandbox campaign 1	1.18	500	30	6.00	8640000	290000	5.00	m.images.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.16	609	34	5.58	8640000	250000	2.79	m.images.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.19	1428	83	5.81	54790000	660000	4.03	m.pogoda.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.10	109	14	12.84	9920000	710000	2.75	m.pogoda.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.21	298	52	17.45	41440000	800000	4.14	mail.ru
2021-02-12	Test API Sandbox campaign 1	1.24	291	73	25.09	26190000	360000	3.20	mail.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.00	211	4	1.90	2030000	510000	4.00	mail.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.14	281	17	6.05	11690000	690000	2.69	maps-index
2021-02-12	Test API Sandbox campaign 1	1.19	702	69	9.83	48810000	710000	4.75	maps-index
2021-02-12	Test API Sandbox campaign 1	1.21	384	104	27.08	26440000	250000	3.15	maps-traffic
2021-02-12	Test API Sandbox campaign 1	1.18	616	75	12.18	70550000	940000	3.15	maps.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.17	162	17	10.49	4320000	250000	1.00	maps.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.18	257	46	17.90	19580000	430000	3.60	maps.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.14	197	51	25.89	42840000	840000	4.13	maps.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.17	58	15	25.86	12580000	840000	4.00	maps.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.11	1243	34	2.74	18310000	540000	3.77	maps.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.13	375	57	15.20	42330000	740000	2.57	maps
2021-02-12	Test API Sandbox campaign 1	1.10	216	13	6.02	10680000	820000	2.64	maps
2021-02-12	Test API Sandbox campaign 1	1.25	525	33	6.29	12580000	380000	3.00	market.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.25	1461	132	9.03	33560000	250000	1.00	market.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.12	795	30	3.77	28600000	950000	3.13	med-lib.ru
2021-02-12	Test API Sandbox campaign 1	1.24	109	34	31.19	17030000	500000	2.32	med-lib.ru
2021-02-12	Test API Sandbox campaign 1	1.21	603	132	21.89	57970000	440000	3.64	med-lib.ru
2021-02-12	Test API Sandbox campaign 1	1.17	1187	70	5.90	21610000	310000	3.43	medprom.ru
2021-02-12	Test API Sandbox campaign 1	1.14	265	17	6.42	18430000	1080000	4.07	medprom.ru
2021-02-12	Test API Sandbox campaign 1	1.19	344	108	31.40	37630000	350000	2.49	metrica.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.22	35	12	34.29	6100000	510000	5.00	metrica.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.20	1446	164	11.34	41690000	250000	3.74	moikrug-main
2021-02-12	Test API Sandbox campaign 1	--	60	0	0.00	0	--	--	moikrug-main
2021-02-12	Test API Sandbox campaign 1	1.15	2110	140	6.64	103730000	740000	3.09	moikrug-topics
2021-02-12	Test API Sandbox campaign 1	1.20	40	6	15.00	3050000	510000	2.00	money-doc
2021-02-12	Test API Sandbox campaign 1	1.20	1525	85	5.57	61530000	720000	3.51	money-doc
2021-02-12	Test API Sandbox campaign 1	1.17	108	32	29.63	8140000	250000	5.00	money-shops
2021-02-12	Test API Sandbox campaign 1	1.21	452	134	29.65	37880000	280000	1.68	money-shops
2021-02-12	Test API Sandbox campaign 1	1.11	1000	102	10.20	89240000	870000	3.24	money-success-prepaid
2021-02-12	Test API Sandbox campaign 1	1.21	303	100	33.00	45000000	450000	3.07	money-success-win
2021-02-12	Test API Sandbox campaign 1	1.22	189	12	6.35	3050000	250000	3.00	money-success-win
2021-02-12	Test API Sandbox campaign 1	1.13	410	38	9.27	20590000	540000	3.27	money-success
2021-02-12	Test API Sandbox campaign 1	1.17	188	31	16.49	10930000	350000	4.96	money-success
2021-02-12	Test API Sandbox campaign 1	1.22	621	37	5.96	11950000	320000	5.00	news-category
2021-02-12	Test API Sandbox campaign 1	1.23	78	37	47.44	15000000	410000	3.00	news-category
2021-02-12	Test API Sandbox campaign 1	1.17	1898	80	4.21	75250000	940000	3.30	news-main
2021-02-12	Test API Sandbox campaign 1	1.18	838	88	10.50	61020000	690000	3.79	news.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.20	1489	60	4.03	27460000	460000	1.80	nigma.livestream.ru
2021-02-12	Test API Sandbox campaign 1	1.21	240	26	10.83	24410000	940000	3.45	old.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.24	696	47	6.75	37120000	790000	2.00	old.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.11	1184	59	4.98	28730000	490000	2.00	palmq.ru
2021-02-12	Test API Sandbox campaign 1	1.19	445	45	10.11	16530000	370000	1.69	partner.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.21	320	48	15.00	36990000	770000	1.80	partner.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.21	148	19	12.84	15510000	820000	3.50	pda-blogs
2021-02-12	Test API Sandbox campaign 1	1.04	1250	27	2.16	6860000	250000	1.74	pda-blogs
2021-02-12	Test API Sandbox campaign 1	1.18	1201	87	7.24	62160000	710000	3.40	pda-mail
2021-02-12	Test API Sandbox campaign 1	1.12	552	40	7.25	42200000	1060000	3.50	pda-maps-main
2021-02-12	Test API Sandbox campaign 1	1.18	616	140	22.73	100680000	720000	3.33	pda-maps-metro
2021-02-12	Test API Sandbox campaign 1	1.16	240	68	28.33	41690000	610000	4.00	pda-maps-metro
2021-02-12	Test API Sandbox campaign 1	1.20	973	82	8.43	45640000	560000	5.00	pda-market
2021-02-12	Test API Sandbox campaign 1	1.00	295	12	4.07	7630000	640000	2.00	pda-market
2021-02-12	Test API Sandbox campaign 1	1.19	783	94	12.01	64070000	680000	3.89	play-main
2021-02-12	Test API Sandbox campaign 1	1.14	104	8	7.69	6610000	830000	4.33	play-main
2021-02-12	Test API Sandbox campaign 1	1.12	252	56	22.22	14240000	250000	3.00	povodok.ru
2021-02-12	Test API Sandbox campaign 1	1.18	106	22	20.75	19960000	910000	2.00	povodok.ru
2021-02-12	Test API Sandbox campaign 1	1.20	356	12	3.37	6100000	510000	3.78	product.ru
2021-02-12	Test API Sandbox campaign 1	1.11	626	20	3.19	8900000	440000	1.93	product.ru
2021-02-12	Test API Sandbox campaign 1	1.17	552	112	20.29	85930000	770000	3.27	product.ru
2021-02-12	Test API Sandbox campaign 1	1.14	492	40	8.13	15250000	380000	3.00	product.ru
2021-02-12	Test API Sandbox campaign 1	1.00	28	2	7.14	2290000	1140000	1.00	rasp.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.17	512	75	14.65	76910000	1030000	3.28	rasp.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.00	1365	20	1.47	11440000	570000	2.00	referer-info
2021-02-12	Test API Sandbox campaign 1	1.21	838	178	21.24	60000000	340000	3.38	sdfsfsdfsd.test.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.19	1327	59	4.45	30640000	520000	2.55	search.3dnews.ru
2021-02-12	Test API Sandbox campaign 1	1.17	356	112	31.46	81360000	730000	1.00	search.bigmir.net
2021-02-12	Test API Sandbox campaign 1	1.00	436	16	3.67	12710000	790000	2.71	sotaland.ru
2021-02-12	Test API Sandbox campaign 1	1.20	860	28	3.26	7120000	250000	4.00	sotaland.ru
2021-02-12	Test API Sandbox campaign 1	1.15	1083	30	2.77	16020000	530000	4.33	tamognia.ru
2021-02-12	Test API Sandbox campaign 1	1.25	223	11	4.93	8390000	760000	4.00	tamognia.ru
2021-02-12	Test API Sandbox campaign 1	1.14	221	19	8.60	17290000	910000	3.81	tel.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.00	551	15	2.72	7120000	470000	1.40	tel.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.15	243	16	6.58	12970000	810000	4.38	telegraf.by
2021-02-12	Test API Sandbox campaign 1	1.22	1076	43	4.00	13600000	320000	2.17	telegraf.by
2021-02-12	Test API Sandbox campaign 1	1.21	744	106	14.25	76780000	720000	2.20	test2.yandex.ru
2021-02-12	Test API Sandbox campaign 1	--	62	0	0.00	0	--	--	test4.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.18	259	77	29.73	23140000	300000	4.32	test4.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.21	931	42	4.51	27710000	660000	2.97	topping.com.ua
2021-02-12	Test API Sandbox campaign 1	1.12	609	20	3.28	9530000	480000	4.35	touch-apps
2021-02-12	Test API Sandbox campaign 1	1.22	790	53	6.71	15890000	300000	4.02	touch-apps
2021-02-12	Test API Sandbox campaign 1	1.00	241	4	1.66	1020000	250000	1.00	turgid.ru
2021-02-12	Test API Sandbox campaign 1	1.19	351	136	38.75	34580000	250000	2.41	turgid.ru
2021-02-12	Test API Sandbox campaign 1	1.21	264	20	7.58	17670000	880000	4.29	turizm.ru
2021-02-12	Test API Sandbox campaign 1	1.15	269	54	20.07	48310000	890000	4.32	turizm.ru
2021-02-12	Test API Sandbox campaign 1	1.12	1700	63	3.71	20590000	330000	4.61	tv-main
2021-02-12	Test API Sandbox campaign 1	1.00	94	4	4.26	3050000	760000	1.00	tv-main
2021-02-12	Test API Sandbox campaign 1	1.14	731	65	8.89	30510000	470000	3.32	tv.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.15	257	16	6.23	14750000	920000	2.46	tv.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.00	166	1	0.60	510000	510000	1.00	vashdom.ru
2021-02-12	Test API Sandbox campaign 1	1.22	1058	99	9.36	60760000	610000	3.75	vashdom.ru
2021-02-12	Test API Sandbox campaign 1	1.14	302	20	6.62	5080000	250000	1.00	wc2010.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.23	658	36	5.47	19830000	550000	2.60	wc2010.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.20	332	96	28.92	90380000	940000	2.05	weather-main
2021-02-12	Test API Sandbox campaign 1	1.23	376	17	4.52	15890000	930000	3.29	weather-main
2021-02-12	Test API Sandbox campaign 1	1.17	692	90	13.01	80080000	890000	2.86	werwe.test.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.00	27	2	7.41	1270000	640000	3.00	werwe.test.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.15	912	276	30.26	201360000	730000	3.58	yaca.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.18	924	180	19.48	124580000	690000	4.00	yaca.yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.20	1288	69	5.36	32800000	480000	1.04	yandex-2009-main
2021-02-12	Test API Sandbox campaign 1	1.23	691	124	17.95	111990000	900000	3.59	yandex-2009-others
2021-02-12	Test API Sandbox campaign 1	1.17	88	31	35.23	9790000	320000	2.08	yandex-search-test
2021-02-12	Test API Sandbox campaign 1	1.20	749	55	7.34	40810000	740000	3.94	yandex-search-test
2021-02-12	Test API Sandbox campaign 1	1.18	623	61	9.79	32670000	540000	4.00	yandex-vote
2021-02-12	Test API Sandbox campaign 1	1.09	312	12	3.85	12460000	1040000	3.78	yandex-vote
2021-02-12	Test API Sandbox campaign 1	1.08	872	30	3.44	19070000	640000	1.17	yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.18	982	134	13.65	101440000	760000	3.62	yandex.ru
2021-02-12	Test API Sandbox campaign 1	1.22	558	112	20.07	71440000	640000	1.96	yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.00	3510	190	5.41	81360000	430000	2.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.25	2270	110	4.85	111860000	1020000	1.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.14	697	28	4.02	25040000	890000	1.04	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.11	211	12	5.69	7370000	610000	4.45	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.18	212	15	7.08	5720000	380000	4.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.13	724	19	2.62	8900000	470000	3.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.20	291	78	26.80	22500000	290000	2.12	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.14	159	20	12.58	17800000	890000	2.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.19	1568	132	8.42	100680000	760000	3.91	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.15	838	32	3.82	11950000	370000	4.46	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.00	1854	8	0.43	7120000	890000	3.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.20	1342	111	8.27	58730000	530000	2.15	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.20	692	64	9.25	67250000	1050000	2.93	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.15	972	68	7.00	45250000	670000	2.34	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.12	556	66	11.87	21360000	320000	1.64	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.18	1404	180	12.82	45760000	250000	2.32	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.25	434	10	2.30	8900000	890000	4.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.25	42	11	26.19	11190000	1020000	2.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.21	1010	108	10.69	70170000	650000	2.96	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.23	843	86	10.20	87710000	1020000	2.33	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.14	32	10	31.25	2540000	250000	3.00	yandex.ru (главная страница)
2021-02-13	Test API Sandbox campaign 1	1.20	538	12	2.23	3050000	250000	1.00	Я.Каталог
2021-02-13	Test API Sandbox campaign 1	1.18	1134	76	6.70	46020000	610000	3.09	Я.Каталог
2021-02-13	Test API Sandbox campaign 1	1.15	391	56	14.32	24410000	440000	2.91	2010.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.13	378	20	5.29	11190000	560000	3.35	2010.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.17	1130	39	3.45	9920000	250000	3.18	3dnews.ru
2021-02-13	Test API Sandbox campaign 1	1.00	29	1	3.45	1020000	1020000	1.00	3dnews.ru
2021-02-13	Test API Sandbox campaign 1	1.22	1600	204	12.75	98140000	480000	4.00	adme.ru
2021-02-13	Test API Sandbox campaign 1	1.00	60	4	6.67	2030000	510000	1.00	adme.ru
2021-02-13	Test API Sandbox campaign 1	1.18	105	45	42.86	11440000	250000	4.00	advertising.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.17	234	62	26.50	19830000	320000	3.07	advertising.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.20	2590	166	6.41	153560000	930000	3.97	afisha-main
2021-02-13	Test API Sandbox campaign 1	1.12	1302	126	9.68	64070000	510000	3.15	agrobiznes.ru
2021-02-13	Test API Sandbox campaign 1	1.21	1257	137	10.90	54660000	400000	1.56	agrobiznes.ru
2021-02-13	Test API Sandbox campaign 1	1.22	1788	138	7.72	80850000	590000	3.32	alexmart2.narod.ru
2021-02-13	Test API Sandbox campaign 1	1.20	194	14	7.22	3560000	250000	2.00	alexmart2.narod.ru
2021-02-13	Test API Sandbox campaign 1	1.21	314	94	29.94	96100000	1020000	1.98	all.by
2021-02-13	Test API Sandbox campaign 1	1.18	1612	92	5.71	39660000	430000	2.20	all.by
2021-02-13	Test API Sandbox campaign 1	1.17	370	15	4.05	10300000	690000	2.17	androids-apps
2021-02-13	Test API Sandbox campaign 1	1.11	1149	20	1.74	14490000	720000	3.00	androids-apps
2021-02-13	Test API Sandbox campaign 1	1.22	952	78	8.19	72460000	930000	3.46	aportru-search
2021-02-13	Test API Sandbox campaign 1	1.17	128	16	12.50	6100000	380000	4.08	aportru-search
2021-02-13	Test API Sandbox campaign 1	1.17	1202	164	13.64	71690000	440000	3.87	auto-main
2021-02-13	Test API Sandbox campaign 1	1.23	760	142	18.68	87200000	610000	3.07	autobiznes.ru
2021-02-13	Test API Sandbox campaign 1	1.14	37	9	24.32	4580000	510000	2.00	autobiznes.ru
2021-02-13	Test API Sandbox campaign 1	1.20	1560	63	4.04	42710000	680000	3.33	autobiznes.ru
2021-02-13	Test API Sandbox campaign 1	1.23	1545	98	6.34	52370000	530000	3.41	bankir.ru
2021-02-13	Test API Sandbox campaign 1	1.00	789	7	0.89	6100000	870000	1.00	bar.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.20	1112	94	8.45	47540000	510000	1.92	bibika.ru
2021-02-13	Test API Sandbox campaign 1	1.18	163	16	9.82	4070000	250000	2.00	bibika.ru
2021-02-13	Test API Sandbox campaign 1	1.14	430	18	4.19	11440000	640000	4.00	bibika.ru
2021-02-13	Test API Sandbox campaign 1	1.20	1302	82	6.30	67120000	820000	2.07	bibika.ru
2021-02-13	Test API Sandbox campaign 1	1.13	316	52	16.46	30000000	580000	2.80	bigmir-search-test
2021-02-13	Test API Sandbox campaign 1	1.00	56	2	3.57	510000	250000	1.00	bigmir-search-test
2021-02-13	Test API Sandbox campaign 1	1.20	242	58	23.97	42200000	730000	3.14	blogs.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.25	193	11	5.70	2800000	250000	2.00	blogs.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.00	455	12	2.64	5590000	470000	3.33	cards-category
2021-02-13	Test API Sandbox campaign 1	1.15	252	53	21.03	13470000	250000	4.13	cards-category
2021-02-13	Test API Sandbox campaign 1	1.15	918	87	9.48	30890000	360000	2.08	catalogue-main
2021-02-13	Test API Sandbox campaign 1	1.17	759	39	5.14	23520000	600000	2.24	cooking.ru
2021-02-13	Test API Sandbox campaign 1	1.22	189	12	6.35	7630000	640000	5.00	cooking.ru
2021-02-13	Test API Sandbox campaign 1	1.20	836	83	9.93	58470000	700000	4.32	dict-main
2021-02-13	Test API Sandbox campaign 1	1.19	113	22	19.47	22370000	1020000	2.58	dict-main
2021-02-13	Test API Sandbox campaign 1	1.11	321	48	14.95	48310000	1010000	3.15	dict-search
2021-02-13	Test API Sandbox campaign 1	1.22	183	24	13.11	20590000	860000	3.20	dict-search
2021-02-13	Test API Sandbox campaign 1	1.18	282	55	19.50	19700000	360000	1.00	direct-campaigns
2021-02-13	Test API Sandbox campaign 1	1.17	437	14	3.20	4580000	330000	3.73	direct-campaigns
2021-02-13	Test API Sandbox campaign 1	1.22	466	116	24.89	35850000	310000	2.20	direct-phrase-pick
2021-02-13	Test API Sandbox campaign 1	--	205	0	0.00	0	--	--	direct-rank2
2021-02-13	Test API Sandbox campaign 1	1.17	502	47	9.36	28350000	600000	2.03	direct-rank2
2021-02-13	Test API Sandbox campaign 1	1.22	34	13	38.24	6610000	510000	3.00	direct.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.17	732	30	4.10	14490000	480000	2.23	direct.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.17	180	32	17.78	18810000	590000	2.22	euro-main
2021-02-13	Test API Sandbox campaign 1	1.18	620	60	9.68	19070000	320000	2.50	euro-main
2021-02-13	Test API Sandbox campaign 1	1.19	226	44	19.47	25930000	590000	5.00	eurovision.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.21	1236	224	18.12	143900000	640000	4.12	eurovision.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.17	61	16	26.23	7120000	440000	2.69	forexpf.ru
2021-02-13	Test API Sandbox campaign 1	1.17	575	48	8.35	18310000	380000	2.50	forexpf.ru
2021-02-13	Test API Sandbox campaign 1	1.16	705	93	13.19	66360000	710000	2.02	fotki.yandex.ru
2021-02-13	Test API Sandbox campaign 1	1.15	205	16	7.80	18310000	1140000	1.00	ghjghjg
2021-02-13	Test API Sandbox campaign 1	1.19	811	87	10.73	63810000	730000	2.69	ghjghjg
2021-02-13	Test API Sandbox campaign 1	1.18	39	15	38.46	15250000	1020000	1.00	goon.ru
2021-02-13	Test API Sandbox campaign 1	1.18	839	75	8.94	42580000	570000	1.57	goon.ru
2021-02-13	Test API Sandbox campaign 1	1.21	175	40	22.86	35340000	880000	1.97	goroda-main
2021-02-13	Test API Sandbox campaign 1	1.12	582	19	3.26	9280000	490000	4.27	goroda-main
2021-02-13	Test API Sandbox campaign 1	1.14	384	36	9.38	9150000	250000	4.00	helpix.ru
2021-02-13	Test API Sandbox campaign 1	1.21	246	44	17.89	21100000	480000	2.68	helpix.ru
2021-02-13	Test API Sandbox campaign 1	1.13	441	73	16.55	42840000	590000	3.75	holodilnik.info
2021-02-13	Test API Sandbox campaign 1	1.00	52	2	3.85	1530000	760000	5.00	holodilnik.ru
2021-02-13	Test API Sandbox campaign 1	1.18	640	90	14.06	102200000	1140000	4.12	holodilnik.ru
2021-02-13	Test API Sandbox campaign 1	1.23	736	118	16.03	94830000	800000	2.33	holyday-main
2021-02-13	Test API Sandbox campaign 1	1.18	110	30	27.27	25040000	830000	3.84	images.yandex.ru
